feature_set,target,model,subject_id,mae_min,r2
EMG+NIRS,lt2,Ridge(α=1),S012,13.9616,-16.53
EMG+NIRS,lt2,Ridge(α=1),S013,9.9047,-2.345
EMG+NIRS,lt2,Ridge(α=1),S014,1.8345,0.841
EMG+NIRS,lt2,Ridge(α=1),S016,5.4684,-1.52
EMG+NIRS,lt2,Ridge(α=1),S017,3.0896,0.546
EMG+NIRS,lt2,Ridge(α=1),S018,3.1436,-2.719
EMG+NIRS,lt2,Ridge(α=1),S019,4.7971,0.518
EMG+NIRS,lt2,Ridge(α=10),S001,8.4139,-1.71
EMG+NIRS,lt2,Ridge(α=10),S002,2.5029,0.277
EMG+NIRS,lt2,Ridge(α=10),S003,10.5711,-4.685
EMG+NIRS,lt2,Ridge(α=10),S004,3.5392,-0.452
EMG+NIRS,lt2,Ridge(α=10),S005,5.4237,-0.154
EMG+NIRS,lt2,Ridge(α=10),S006,4.2354,-0.699
EMG+NIRS,lt2,Ridge(α=10),S007,3.8405,-1.633
EMG+NIRS,lt2,Ridge(α=10),S008,2.9258,0.209
EMG+NIRS,lt2,Ridge(α=10),S009,6.4811,0.246
EMG+NIRS,lt2,Ridge(α=10),S010,2.6651,0.795
EMG+NIRS,lt2,Ridge(α=10),S011,3.9469,0.001
EMG+NIRS,lt2,Ridge(α=10),S012,9.6639,-7.519
EMG+NIRS,lt2,Ridge(α=10),S013,10.6815,-2.959
EMG+NIRS,lt2,Ridge(α=10),S014,2.2458,0.734
EMG+NIRS,lt2,Ridge(α=10),S016,2.556,0.47
EMG+NIRS,lt2,Ridge(α=10),S017,4.5577,0.036
EMG+NIRS,lt2,Ridge(α=10),S018,2.877,-2.288
EMG+NIRS,lt2,Ridge(α=10),S019,6.4277,0.242
EMG+NIRS,lt2,Ridge(α=100),S001,5.8613,-0.337
EMG+NIRS,lt2,Ridge(α=100),S002,3.7098,-0.256
EMG+NIRS,lt2,Ridge(α=100),S003,9.9395,-3.479
EMG+NIRS,lt2,Ridge(α=100),S004,4.1265,-1.609
EMG+NIRS,lt2,Ridge(α=100),S005,7.2719,-0.941
EMG+NIRS,lt2,Ridge(α=100),S006,4.8082,-1.205
EMG+NIRS,lt2,Ridge(α=100),S007,1.445,0.474
EMG+NIRS,lt2,Ridge(α=100),S008,2.9278,0.183
EMG+NIRS,lt2,Ridge(α=100),S009,5.5538,0.46
EMG+NIRS,lt2,Ridge(α=100),S010,2.2394,0.853
EMG+NIRS,lt2,Ridge(α=100),S011,3.284,0.266
EMG+NIRS,lt2,Ridge(α=100),S012,5.1,-1.062
EMG+NIRS,lt2,Ridge(α=100),S013,9.769,-2.426
EMG+NIRS,lt2,Ridge(α=100),S014,2.2376,0.745
EMG+NIRS,lt2,Ridge(α=100),S016,1.3435,0.745
EMG+NIRS,lt2,Ridge(α=100),S017,4.4141,-0.036
EMG+NIRS,lt2,Ridge(α=100),S018,2.1474,-0.919
EMG+NIRS,lt2,Ridge(α=100),S019,5.9512,0.347
EMG+NIRS,lt2,Ridge(α=1000),S001,3.5276,0.459
EMG+NIRS,lt2,Ridge(α=1000),S002,3.8848,-0.323
EMG+NIRS,lt2,Ridge(α=1000),S003,7.5252,-0.338
EMG+NIRS,lt2,Ridge(α=1000),S004,3.6816,-2.172
EMG+NIRS,lt2,Ridge(α=1000),S005,8.6881,-1.668
EMG+NIRS,lt2,Ridge(α=1000),S006,5.0947,-1.548
EMG+NIRS,lt2,Ridge(α=1000),S007,1.4958,0.461
EMG+NIRS,lt2,Ridge(α=1000),S008,1.297,0.775
EMG+NIRS,lt2,Ridge(α=1000),S009,5.4747,0.409
EMG+NIRS,lt2,Ridge(α=1000),S010,3.2859,0.759
EMG+NIRS,lt2,Ridge(α=1000),S011,3.4199,0.189
EMG+NIRS,lt2,Ridge(α=1000),S012,3.3501,-0.183
EMG+NIRS,lt2,Ridge(α=1000),S013,7.7073,-1.058
EMG+NIRS,lt2,Ridge(α=1000),S014,2.0501,0.769
EMG+NIRS,lt2,Ridge(α=1000),S016,1.7292,0.647
EMG+NIRS,lt2,Ridge(α=1000),S017,3.5655,0.323
EMG+NIRS,lt2,Ridge(α=1000),S018,1.6479,-0.106
EMG+NIRS,lt2,Ridge(α=1000),S019,6.7049,0.19
EMG+NIRS,lt2,Huber(ε=1.1),S001,7.7473,-1.352
EMG+NIRS,lt2,Huber(ε=1.1),S002,2.5424,0.259
EMG+NIRS,lt2,Huber(ε=1.1),S003,11.9212,-2.444
EMG+NIRS,lt2,Huber(ε=1.1),S004,4.8802,-4.144
EMG+NIRS,lt2,Huber(ε=1.1),S005,4.7144,0.076
EMG+NIRS,lt2,Huber(ε=1.1),S006,2.2655,0.45
EMG+NIRS,lt2,Huber(ε=1.1),S007,4.1182,-1.802
EMG+NIRS,lt2,Huber(ε=1.1),S008,1.8934,0.618
EMG+NIRS,lt2,Huber(ε=1.1),S009,6.4536,0.251
EMG+NIRS,lt2,Huber(ε=1.1),S010,3.4425,0.666
EMG+NIRS,lt2,Huber(ε=1.1),S011,3.929,-0.002
EMG+NIRS,lt2,Huber(ε=1.1),S012,19.2145,-32.437
EMG+NIRS,lt2,Huber(ε=1.1),S013,8.658,-1.669
EMG+NIRS,lt2,Huber(ε=1.1),S014,1.7088,0.866
EMG+NIRS,lt2,Huber(ε=1.1),S016,7.7741,-4.102
EMG+NIRS,lt2,Huber(ε=1.1),S017,2.6024,0.673
EMG+NIRS,lt2,Huber(ε=1.1),S018,3.5018,-3.241
EMG+NIRS,lt2,Huber(ε=1.1),S019,4.99,0.489
EMG+NIRS,lt2,Huber(ε=1.35),S001,8.2668,-1.682
EMG+NIRS,lt2,Huber(ε=1.35),S002,2.4989,0.238
EMG+NIRS,lt2,Huber(ε=1.35),S003,11.5354,-2.286
EMG+NIRS,lt2,Huber(ε=1.35),S004,5.1551,-5.03
EMG+NIRS,lt2,Huber(ε=1.35),S005,4.8628,0.044
EMG+NIRS,lt2,Huber(ε=1.35),S006,2.8222,0.194
EMG+NIRS,lt2,Huber(ε=1.35),S007,4.5101,-2.369
EMG+NIRS,lt2,Huber(ε=1.35),S008,2.0386,0.572
EMG+NIRS,lt2,Huber(ε=1.35),S009,6.6576,0.194
EMG+NIRS,lt2,Huber(ε=1.35),S010,3.2421,0.677
EMG+NIRS,lt2,Huber(ε=1.35),S011,4.2078,-0.134
EMG+NIRS,lt2,Huber(ε=1.35),S012,17.0249,-25.11
EMG+NIRS,lt2,Huber(ε=1.35),S013,8.4029,-1.471
EMG+NIRS,lt2,Huber(ε=1.35),S014,1.7999,0.855
EMG+NIRS,lt2,Huber(ε=1.35),S016,7.3216,-3.472
EMG+NIRS,lt2,Huber(ε=1.35),S017,2.5336,0.687
EMG+NIRS,lt2,Huber(ε=1.35),S018,3.5635,-3.427
EMG+NIRS,lt2,Huber(ε=1.35),S019,5.0875,0.478
EMG+NIRS,lt2,Huber(ε=1.5),S001,8.5056,-1.855
EMG+NIRS,lt2,Huber(ε=1.5),S002,2.445,0.218
EMG+NIRS,lt2,Huber(ε=1.5),S003,11.4372,-2.231
EMG+NIRS,lt2,Huber(ε=1.5),S004,5.1623,-5.378
EMG+NIRS,lt2,Huber(ε=1.5),S005,4.9632,0.018
EMG+NIRS,lt2,Huber(ε=1.5),S006,3.0513,0.073
EMG+NIRS,lt2,Huber(ε=1.5),S007,4.6797,-2.672
EMG+NIRS,lt2,Huber(ε=1.5),S008,2.1757,0.523
EMG+NIRS,lt2,Huber(ε=1.5),S009,6.7247,0.173
EMG+NIRS,lt2,Huber(ε=1.5),S010,3.1303,0.685
EMG+NIRS,lt2,Huber(ε=1.5),S011,4.2779,-0.165
EMG+NIRS,lt2,Huber(ε=1.5),S012,15.7499,-21.409
EMG+NIRS,lt2,Huber(ε=1.5),S013,8.2042,-1.339
EMG+NIRS,lt2,Huber(ε=1.5),S014,1.8078,0.855
EMG+NIRS,lt2,Huber(ε=1.5),S016,7.2216,-3.337
EMG+NIRS,lt2,Huber(ε=1.5),S017,2.4498,0.706
EMG+NIRS,lt2,Huber(ε=1.5),S018,3.5423,-3.401
EMG+NIRS,lt2,Huber(ε=1.5),S019,5.0215,0.489
EMG+NIRS,lt2,Huber(ε=2.0),S001,9.1363,-2.311
EMG+NIRS,lt2,Huber(ε=2.0),S002,2.3782,0.166
EMG+NIRS,lt2,Huber(ε=2.0),S003,10.971,-1.916
EMG+NIRS,lt2,Huber(ε=2.0),S004,4.8873,-4.441
EMG+NIRS,lt2,Huber(ε=2.0),S005,5.1957,-0.056
EMG+NIRS,lt2,Huber(ε=2.0),S006,3.5039,-0.195
EMG+NIRS,lt2,Huber(ε=2.0),S007,4.9076,-3.098
EMG+NIRS,lt2,Huber(ε=2.0),S008,2.3713,0.444
EMG+NIRS,lt2,Huber(ε=2.0),S009,6.7992,0.143
EMG+NIRS,lt2,Huber(ε=2.0),S010,3.0813,0.693
EMG+NIRS,lt2,Huber(ε=2.0),S011,4.1847,-0.106
EMG+NIRS,lt2,Huber(ε=2.0),S012,13.7104,-15.972
EMG+NIRS,lt2,Huber(ε=2.0),S013,8.2933,-1.384
EMG+NIRS,lt2,Huber(ε=2.0),S014,1.8194,0.854
EMG+NIRS,lt2,Huber(ε=2.0),S016,7.1534,-3.25
EMG+NIRS,lt2,Huber(ε=2.0),S017,2.5066,0.694
EMG+NIRS,lt2,Huber(ε=2.0),S018,3.3518,-3.044
EMG+NIRS,lt2,Huber(ε=2.0),S019,4.6121,0.547
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S001,7.4366,-1.101
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S002,2.9864,0.144
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S003,10.5009,-5.095
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S004,3.9456,-1.269
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S005,5.9793,-0.416
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S006,4.4623,-0.885
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S007,2.5308,-0.313
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S008,3.1274,0.099
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S009,6.0986,0.346
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S010,2.3692,0.838
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S011,3.6379,0.132
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S012,6.7921,-3.371
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S013,10.4895,-2.874
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S014,2.3204,0.725
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S016,1.8079,0.71
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S017,4.7237,-0.095
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S018,2.5959,-1.791
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",S019,6.3669,0.26
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S001,7.9104,-1.381
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S002,2.7149,0.232
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S003,10.5554,-5.101
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S004,3.7879,-0.945
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S005,5.6203,-0.277
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S006,4.3499,-0.791
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S007,3.0867,-0.869
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S008,3.0542,0.142
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S009,6.2961,0.297
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S010,2.5057,0.82
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S011,3.7889,0.069
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S012,7.9624,-4.969
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S013,10.6318,-2.949
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S014,2.3108,0.724
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S016,2.1054,0.636
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S017,4.693,-0.051
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S018,2.7359,-2.054
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",S019,6.4774,0.234
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S001,9.1362,-2.247
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S002,2.3683,0.245
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S003,10.3132,-3.047
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S004,3.099,0.106
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S005,5.2551,-0.036
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S006,4.1083,-0.603
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S007,4.5812,-2.556
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S008,2.7124,0.309
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S009,6.725,0.173
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S010,2.9125,0.749
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S011,4.1174,-0.073
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S012,12.3884,-12.813
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S013,10.492,-2.774
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S014,2.0444,0.777
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S016,3.6583,-0.138
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S017,3.9713,0.291
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S018,3.0172,-2.495
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",S019,5.7738,0.362
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S001,4.4825,0.173
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S002,4.0484,-0.458
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S003,8.9793,-1.772
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S004,4.0112,-1.856
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S005,8.1338,-1.363
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S006,5.0041,-1.421
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S007,1.3548,0.5
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S008,2.2105,0.489
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S009,5.2844,0.487
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S010,2.5314,0.829
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S011,3.2118,0.289
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S012,4.0478,-0.435
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S013,8.9261,-1.866
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S014,2.0959,0.768
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S016,1.4487,0.701
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S017,4.0458,0.109
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S018,1.8465,-0.403
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",S019,6.1188,0.314
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S001,5.0856,-0.034
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S002,3.9188,-0.397
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S003,9.4242,-2.472
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S004,4.0819,-1.7
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S005,7.7774,-1.181
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S006,4.923,-1.329
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S007,1.3487,0.516
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S008,2.5676,0.342
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S009,5.382,0.483
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S010,2.3528,0.843
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S011,3.2129,0.291
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S012,4.54,-0.641
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S013,9.3216,-2.129
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S014,2.1688,0.757
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S016,1.3473,0.724
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S017,4.1958,0.045
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S018,1.9571,-0.58
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",S019,5.9754,0.342
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S001,7.1274,-0.933
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S002,3.1386,0.079
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S003,10.2563,-4.745
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S004,3.9397,-1.127
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S005,6.2324,-0.51
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S006,4.5308,-0.944
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S007,2.1288,0.027
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S008,3.1355,0.09
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S009,5.9611,0.377
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S010,2.2519,0.853
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S011,3.5131,0.183
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S012,6.3105,-2.669
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S013,10.4328,-2.828
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S014,2.3919,0.709
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S016,1.6377,0.739
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S017,4.6234,-0.069
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S018,2.5109,-1.629
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",S019,6.1907,0.295
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S001,3.5436,0.453
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S002,3.3951,-0.05
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S003,6.4597,0.197
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S004,3.4444,-1.589
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S005,8.5715,-1.629
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S006,4.9174,-1.397
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S007,1.6623,0.393
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S008,1.3695,0.786
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S009,5.974,0.298
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S010,3.8808,0.672
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S011,3.6998,0.034
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S012,2.7977,0.171
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S013,6.7553,-0.471
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S014,2.4262,0.689
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S016,1.8096,0.664
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S017,3.1538,0.503
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S018,1.4885,0.114
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",S019,6.6522,0.191
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S001,3.4762,0.47
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S002,3.6217,-0.17
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S003,6.8832,0.037
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S004,3.537,-1.979
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S005,8.6856,-1.678
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S006,5.0163,-1.483
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S007,1.5396,0.438
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S008,1.242,0.801
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S009,5.7208,0.352
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S010,3.6488,0.712
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S011,3.5691,0.109
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S012,3.0403,0.005
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S013,7.1439,-0.706
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S014,2.2341,0.731
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S016,1.8139,0.643
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S017,3.3275,0.434
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S018,1.5618,0.02
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",S019,6.7452,0.176
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S001,4.1039,0.285
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S002,3.9576,-0.381
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S003,8.2014,-0.841
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S004,3.8399,-2.098
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S005,8.4079,-1.506
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S006,4.997,-1.441
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S007,1.3355,0.507
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S008,1.8637,0.615
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S009,5.2226,0.486
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S010,2.8749,0.805
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S011,3.1953,0.292
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S012,3.9527,-0.449
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S013,8.4815,-1.582
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S014,2.1714,0.745
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S016,1.5424,0.664
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S017,3.8196,0.206
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S018,1.7689,-0.276
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",S019,6.1652,0.301
EMG+NIRS,lt2,"GBM(n=50,d=2)",S001,4.6299,0.166
EMG+NIRS,lt2,"GBM(n=50,d=2)",S002,1.4446,0.771
EMG+NIRS,lt2,"GBM(n=50,d=2)",S003,4.9135,0.438
EMG+NIRS,lt2,"GBM(n=50,d=2)",S004,1.573,0.774
EMG+NIRS,lt2,"GBM(n=50,d=2)",S005,8.9686,-1.966
EMG+NIRS,lt2,"GBM(n=50,d=2)",S006,3.9125,-0.532
EMG+NIRS,lt2,"GBM(n=50,d=2)",S007,0.9676,0.796
EMG+NIRS,lt2,"GBM(n=50,d=2)",S008,1.6498,0.632
EMG+NIRS,lt2,"GBM(n=50,d=2)",S009,5.4062,0.449
EMG+NIRS,lt2,"GBM(n=50,d=2)",S010,2.642,0.817
EMG+NIRS,lt2,"GBM(n=50,d=2)",S011,3.0286,0.39
EMG+NIRS,lt2,"GBM(n=50,d=2)",S012,2.3998,0.538
EMG+NIRS,lt2,"GBM(n=50,d=2)",S013,4.1548,0.477
EMG+NIRS,lt2,"GBM(n=50,d=2)",S014,3.1957,0.426
EMG+NIRS,lt2,"GBM(n=50,d=2)",S016,2.1206,0.697
EMG+NIRS,lt2,"GBM(n=50,d=2)",S017,3.4039,0.475
EMG+NIRS,lt2,"GBM(n=50,d=2)",S018,0.8056,0.736
EMG+NIRS,lt2,"GBM(n=50,d=2)",S019,6.2152,0.188
EMG+NIRS,lt2,"GBM(n=50,d=3)",S001,2.7071,0.678
EMG+NIRS,lt2,"GBM(n=50,d=3)",S002,1.3042,0.814
EMG+NIRS,lt2,"GBM(n=50,d=3)",S003,5.112,0.328
EMG+NIRS,lt2,"GBM(n=50,d=3)",S004,1.3323,0.804
EMG+NIRS,lt2,"GBM(n=50,d=3)",S005,8.6266,-1.728
EMG+NIRS,lt2,"GBM(n=50,d=3)",S006,4.5161,-1.139
EMG+NIRS,lt2,"GBM(n=50,d=3)",S007,2.7909,-0.334
EMG+NIRS,lt2,"GBM(n=50,d=3)",S008,1.6683,0.672
EMG+NIRS,lt2,"GBM(n=50,d=3)",S009,5.4401,0.471
EMG+NIRS,lt2,"GBM(n=50,d=3)",S010,2.9003,0.81
EMG+NIRS,lt2,"GBM(n=50,d=3)",S011,2.5978,0.521
EMG+NIRS,lt2,"GBM(n=50,d=3)",S012,4.3414,-0.335
EMG+NIRS,lt2,"GBM(n=50,d=3)",S013,4.8984,0.338
EMG+NIRS,lt2,"GBM(n=50,d=3)",S014,3.3134,0.391
EMG+NIRS,lt2,"GBM(n=50,d=3)",S016,1.822,0.746
EMG+NIRS,lt2,"GBM(n=50,d=3)",S017,4.0209,0.252
EMG+NIRS,lt2,"GBM(n=50,d=3)",S018,0.6262,0.838
EMG+NIRS,lt2,"GBM(n=50,d=3)",S019,6.3792,0.168
EMG+NIRS,lt2,"GBM(n=100,d=2)",S001,5.0467,0.094
EMG+NIRS,lt2,"GBM(n=100,d=2)",S002,1.6113,0.701
EMG+NIRS,lt2,"GBM(n=100,d=2)",S003,4.7905,0.479
EMG+NIRS,lt2,"GBM(n=100,d=2)",S004,1.4178,0.788
EMG+NIRS,lt2,"GBM(n=100,d=2)",S005,9.1544,-2.066
EMG+NIRS,lt2,"GBM(n=100,d=2)",S006,4.1061,-0.705
EMG+NIRS,lt2,"GBM(n=100,d=2)",S007,1.8621,0.383
EMG+NIRS,lt2,"GBM(n=100,d=2)",S008,1.5984,0.691
EMG+NIRS,lt2,"GBM(n=100,d=2)",S009,4.9385,0.532
EMG+NIRS,lt2,"GBM(n=100,d=2)",S010,2.9338,0.781
EMG+NIRS,lt2,"GBM(n=100,d=2)",S011,2.9595,0.413
EMG+NIRS,lt2,"GBM(n=100,d=2)",S012,3.3919,0.109
EMG+NIRS,lt2,"GBM(n=100,d=2)",S013,4.7006,0.374
EMG+NIRS,lt2,"GBM(n=100,d=2)",S014,3.0885,0.462
EMG+NIRS,lt2,"GBM(n=100,d=2)",S016,1.97,0.716
EMG+NIRS,lt2,"GBM(n=100,d=2)",S017,3.833,0.357
EMG+NIRS,lt2,"GBM(n=100,d=2)",S018,0.8015,0.727
EMG+NIRS,lt2,"GBM(n=100,d=2)",S019,6.4739,0.159
EMG+NIRS,lt2,"GBM(n=100,d=3)",S001,2.9438,0.64
EMG+NIRS,lt2,"GBM(n=100,d=3)",S002,1.3626,0.78
