script,variant,feature_set,target,subject_id,mae_min,trained
v0106c,noabs,NIRS,lt2,S006,2.8437,0
v0106c,noabs,NIRS,lt2,S008,4.1814,0
v0106c,noabs,NIRS,lt2,S009,9.322,1
v0106c,noabs,NIRS,lt2,S010,8.0842,1
v0106c,noabs,NIRS,lt2,S011,3.6383,0
v0106c,noabs,NIRS,lt2,S012,3.2169,0
v0106c,noabs,NIRS,lt2,S013,6.1115,1
v0106c,noabs,NIRS,lt2,S014,4.4946,0
v0106c,noabs,NIRS,lt2,S015,3.1001,0
v0106c,noabs,NIRS,lt2,S016,4.0694,0
v0106c,noabs,NIRS,lt2,S017,5.3228,1
v0106c,noabs,NIRS,lt2,S018,5.2662,0
v0106c,noabs,NIRS,lt2,S019,7.6198,1
v0106c,with_abs,EMG+NIRS,lt2,S001,4.7125,0
v0106c,with_abs,EMG+NIRS,lt2,S002,3.7811,0
v0106c,with_abs,EMG+NIRS,lt2,S003,6.7922,1
v0106c,with_abs,EMG+NIRS,lt2,S004,3.5583,0
v0106c,with_abs,EMG+NIRS,lt2,S005,5.0437,0
v0106c,with_abs,EMG+NIRS,lt2,S006,2.8385,0
v0106c,with_abs,EMG+NIRS,lt2,S008,3.9214,0
v0106c,with_abs,EMG+NIRS,lt2,S009,9.1889,1
v0106c,with_abs,EMG+NIRS,lt2,S010,7.7596,1
v0106c,with_abs,EMG+NIRS,lt2,S011,3.5863,0
v0106c,with_abs,EMG+NIRS,lt2,S012,3.0757,0
v0106c,with_abs,EMG+NIRS,lt2,S013,5.8875,1
v0106c,with_abs,EMG+NIRS,lt2,S014,4.3653,0
v0106c,with_abs,EMG+NIRS,lt2,S015,3.1848,0
v0106c,with_abs,EMG+NIRS,lt2,S016,3.7889,0
v0106c,with_abs,EMG+NIRS,lt2,S017,5.172,1
v0106c,with_abs,EMG+NIRS,lt2,S018,4.9782,0
v0106c,with_abs,EMG+NIRS,lt2,S019,7.3631,1
v0106c,noabs,EMG+NIRS,lt2,S001,4.7545,0
v0106c,noabs,EMG+NIRS,lt2,S002,3.7593,0
v0106c,noabs,EMG+NIRS,lt2,S003,6.7605,1
v0106c,noabs,EMG+NIRS,lt2,S004,3.5737,0
v0106c,noabs,EMG+NIRS,lt2,S005,5.0295,0
v0106c,noabs,EMG+NIRS,lt2,S006,2.8568,0
v0106c,noabs,EMG+NIRS,lt2,S008,3.9773,0
v0106c,noabs,EMG+NIRS,lt2,S009,9.1616,1
v0106c,noabs,EMG+NIRS,lt2,S010,7.7702,1
v0106c,noabs,EMG+NIRS,lt2,S011,3.6022,0
v0106c,noabs,EMG+NIRS,lt2,S012,3.093,0
v0106c,noabs,EMG+NIRS,lt2,S013,5.8724,1
v0106c,noabs,EMG+NIRS,lt2,S014,4.386,0
v0106c,noabs,EMG+NIRS,lt2,S015,3.1846,0
v0106c,noabs,EMG+NIRS,lt2,S016,3.7398,0
v0106c,noabs,EMG+NIRS,lt2,S017,5.1671,1
v0106c,noabs,EMG+NIRS,lt2,S018,5.1748,0
v0106c,noabs,EMG+NIRS,lt2,S019,7.3615,1
v0106c,with_abs,EMG+NIRS+HRV,lt2,S001,4.6656,0
v0106c,with_abs,EMG+NIRS+HRV,lt2,S002,3.7975,0
v0106c,with_abs,EMG+NIRS+HRV,lt2,S003,6.8405,1
v0106c,with_abs,EMG+NIRS+HRV,lt2,S004,3.5532,0
v0106c,with_abs,EMG+NIRS+HRV,lt2,S005,5.0367,0
v0106c,with_abs,EMG+NIRS+HRV,lt2,S006,2.7949,0
v0106c,with_abs,EMG+NIRS+HRV,lt2,S008,3.9557,0
v0106c,with_abs,EMG+NIRS+HRV,lt2,S009,9.0617,1
v0106c,with_abs,EMG+NIRS+HRV,lt2,S010,7.7203,1
v0106c,with_abs,EMG+NIRS+HRV,lt2,S011,3.5629,0
v0106c,with_abs,EMG+NIRS+HRV,lt2,S012,3.0883,0
v0106c,with_abs,EMG+NIRS+HRV,lt2,S013,5.8649,1
v0106c,with_abs,EMG+NIRS+HRV,lt2,S014,4.3755,0
v0106c,with_abs,EMG+NIRS+HRV,lt2,S015,3.1285,0
v0106c,with_abs,EMG+NIRS+HRV,lt2,S016,3.7883,0
v0106c,with_abs,EMG+NIRS+HRV,lt2,S017,5.1017,1
v0106c,with_abs,EMG+NIRS+HRV,lt2,S018,4.7796,0
v0106c,with_abs,EMG+NIRS+HRV,lt2,S019,7.3091,1
v0106c,noabs,EMG+NIRS+HRV,lt2,S001,4.7149,0
v0106c,noabs,EMG+NIRS+HRV,lt2,S002,3.8007,0
v0106c,noabs,EMG+NIRS+HRV,lt2,S003,6.8228,1
v0106c,noabs,EMG+NIRS+HRV,lt2,S004,3.5013,0
v0106c,noabs,EMG+NIRS+HRV,lt2,S005,5.0586,0
v0106c,noabs,EMG+NIRS+HRV,lt2,S006,2.8089,0
v0106c,noabs,EMG+NIRS+HRV,lt2,S008,3.9408,0
v0106c,noabs,EMG+NIRS+HRV,lt2,S009,9.1196,1
v0106c,noabs,EMG+NIRS+HRV,lt2,S010,7.7287,1
v0106c,noabs,EMG+NIRS+HRV,lt2,S011,3.5712,0
v0106c,noabs,EMG+NIRS+HRV,lt2,S012,3.1117,0
v0106c,noabs,EMG+NIRS+HRV,lt2,S013,5.8639,1
v0106c,noabs,EMG+NIRS+HRV,lt2,S014,4.3986,0
v0106c,noabs,EMG+NIRS+HRV,lt2,S015,3.179,0
v0106c,noabs,EMG+NIRS+HRV,lt2,S016,3.7661,0
v0106c,noabs,EMG+NIRS+HRV,lt2,S017,5.1209,1
v0106c,noabs,EMG+NIRS+HRV,lt2,S018,4.7876,0
v0106c,noabs,EMG+NIRS+HRV,lt2,S019,7.3274,1
v0107,with_abs,EMG,lt1,S002,3.6633,0
v0107,with_abs,EMG,lt1,S003,3.4247,1
v0107,with_abs,EMG,lt1,S004,3.8155,0
v0107,with_abs,EMG,lt1,S006,2.8516,0
v0107,with_abs,EMG,lt1,S008,1.949,0
v0107,with_abs,EMG,lt1,S009,5.7831,1
v0107,with_abs,EMG,lt1,S010,2.9938,1
v0107,with_abs,EMG,lt1,S011,2.437,0
v0107,with_abs,EMG,lt1,S013,1.757,1
v0107,with_abs,EMG,lt1,S014,2.6239,0
v0107,with_abs,EMG,lt1,S016,2.4687,0
v0107,with_abs,EMG,lt1,S017,1.8479,1
v0107,with_abs,EMG,lt1,S018,2.1778,0
v0107,with_abs,EMG,lt1,S019,3.4676,1
v0107,noabs,EMG,lt1,S002,3.6615,0
v0107,noabs,EMG,lt1,S003,3.4149,1
v0107,noabs,EMG,lt1,S004,4.07,0
v0107,noabs,EMG,lt1,S006,2.8516,0
v0107,noabs,EMG,lt1,S008,1.9622,0
v0107,noabs,EMG,lt1,S009,5.765,1
v0107,noabs,EMG,lt1,S010,3.0443,1
v0107,noabs,EMG,lt1,S011,2.3535,0
v0107,noabs,EMG,lt1,S013,1.7862,1
v0107,noabs,EMG,lt1,S014,2.6385,0
v0107,noabs,EMG,lt1,S016,2.6185,0
v0107,noabs,EMG,lt1,S017,2.0171,1
v0107,noabs,EMG,lt1,S018,2.2041,0
v0107,noabs,EMG,lt1,S019,3.4544,1
v0107,with_abs,NIRS,lt1,S002,3.5602,0
v0107,with_abs,NIRS,lt1,S003,14.2729,1
v0107,with_abs,NIRS,lt1,S004,3.4698,0
v0107,with_abs,NIRS,lt1,S006,2.4924,0
v0107,with_abs,NIRS,lt1,S008,4.4264,0
v0107,with_abs,NIRS,lt1,S009,4.3527,1
v0107,with_abs,NIRS,lt1,S010,4.8419,1
v0107,with_abs,NIRS,lt1,S011,5.264,0
v0107,with_abs,NIRS,lt1,S013,2.617,1
v0107,with_abs,NIRS,lt1,S014,4.0747,0
v0107,with_abs,NIRS,lt1,S016,4.9291,0
v0107,with_abs,NIRS,lt1,S017,2.9379,1
v0107,with_abs,NIRS,lt1,S018,6.4154,0
v0107,with_abs,NIRS,lt1,S019,5.4511,1
v0107,noabs,NIRS,lt1,S002,4.3557,0
v0107,noabs,NIRS,lt1,S003,8.3962,1
v0107,noabs,NIRS,lt1,S004,1.7407,0
v0107,noabs,NIRS,lt1,S006,1.8582,0
v0107,noabs,NIRS,lt1,S008,2.0628,0
v0107,noabs,NIRS,lt1,S009,4.2842,1
v0107,noabs,NIRS,lt1,S010,4.9906,1
v0107,noabs,NIRS,lt1,S011,3.2376,0
v0107,noabs,NIRS,lt1,S013,4.5588,1
v0107,noabs,NIRS,lt1,S014,4.7236,0
v0107,noabs,NIRS,lt1,S016,11.7766,0
v0107,noabs,NIRS,lt1,S017,3.1717,1
v0107,noabs,NIRS,lt1,S018,6.2834,0
v0107,noabs,NIRS,lt1,S019,5.785,1
v0107,with_abs,EMG+NIRS,lt1,S002,2.6989,0
v0107,with_abs,EMG+NIRS,lt1,S003,5.2913,1
v0107,with_abs,EMG+NIRS,lt1,S004,3.8875,0
v0107,with_abs,EMG+NIRS,lt1,S006,2.4607,0
v0107,with_abs,EMG+NIRS,lt1,S008,3.4382,0
v0107,with_abs,EMG+NIRS,lt1,S009,5.1384,1
v0107,with_abs,EMG+NIRS,lt1,S010,3.5147,1
v0107,with_abs,EMG+NIRS,lt1,S011,3.1994,0
v0107,with_abs,EMG+NIRS,lt1,S013,2.0098,1
v0107,with_abs,EMG+NIRS,lt1,S014,2.3757,0
v0107,with_abs,EMG+NIRS,lt1,S016,2.1401,0
v0107,with_abs,EMG+NIRS,lt1,S017,1.4644,1
v0107,with_abs,EMG+NIRS,lt1,S018,2.5059,0
v0107,with_abs,EMG+NIRS,lt1,S019,4.1699,1
v0107,noabs,EMG+NIRS,lt1,S002,3.4332,0
v0107,noabs,EMG+NIRS,lt1,S003,2.0486,1
v0107,noabs,EMG+NIRS,lt1,S004,3.9039,0
v0107,noabs,EMG+NIRS,lt1,S006,2.6082,0
v0107,noabs,EMG+NIRS,lt1,S008,2.85,0
v0107,noabs,EMG+NIRS,lt1,S009,5.3852,1
v0107,noabs,EMG+NIRS,lt1,S010,3.7083,1
v0107,noabs,EMG+NIRS,lt1,S011,2.2928,0
v0107,noabs,EMG+NIRS,lt1,S013,2.6348,1
v0107,noabs,EMG+NIRS,lt1,S014,2.0293,0
v0107,noabs,EMG+NIRS,lt1,S016,3.3348,0
v0107,noabs,EMG+NIRS,lt1,S017,1.9172,1
v0107,noabs,EMG+NIRS,lt1,S018,2.477,0
v0107,noabs,EMG+NIRS,lt1,S019,4.3523,1
v0107,with_abs,EMG+NIRS+HRV,lt1,S002,2.6858,0
v0107,with_abs,EMG+NIRS+HRV,lt1,S003,7.5064,1
v0107,with_abs,EMG+NIRS+HRV,lt1,S004,2.2818,0
v0107,with_abs,EMG+NIRS+HRV,lt1,S006,2.142,0
v0107,with_abs,EMG+NIRS+HRV,lt1,S008,3.0522,0
v0107,with_abs,EMG+NIRS+HRV,lt1,S009,3.5409,1
v0107,with_abs,EMG+NIRS+HRV,lt1,S010,2.8516,1
v0107,with_abs,EMG+NIRS+HRV,lt1,S011,2.0358,0
v0107,with_abs,EMG+NIRS+HRV,lt1,S013,1.7105,1
v0107,with_abs,EMG+NIRS+HRV,lt1,S014,1.6956,0
v0107,with_abs,EMG+NIRS+HRV,lt1,S016,2.0603,0
v0107,with_abs,EMG+NIRS+HRV,lt1,S017,1.3146,1
v0107,with_abs,EMG+NIRS+HRV,lt1,S018,2.8221,0
v0107,with_abs,EMG+NIRS+HRV,lt1,S019,2.8987,1
v0107,noabs,EMG+NIRS+HRV,lt1,S002,2.9256,0
v0107,noabs,EMG+NIRS+HRV,lt1,S003,2.999,1
v0107,noabs,EMG+NIRS+HRV,lt1,S004,3.3634,0
v0107,noabs,EMG+NIRS+HRV,lt1,S006,2.6602,0
v0107,noabs,EMG+NIRS+HRV,lt1,S008,3.3582,0
v0107,noabs,EMG+NIRS+HRV,lt1,S009,3.8023,1
v0107,noabs,EMG+NIRS+HRV,lt1,S010,3.1934,1
v0107,noabs,EMG+NIRS+HRV,lt1,S011,1.7261,0
v0107,noabs,EMG+NIRS+HRV,lt1,S013,2.1805,1
v0107,noabs,EMG+NIRS+HRV,lt1,S014,1.3881,0
v0107,noabs,EMG+NIRS+HRV,lt1,S016,2.5566,0
v0107,noabs,EMG+NIRS+HRV,lt1,S017,1.6253,1
v0107,noabs,EMG+NIRS+HRV,lt1,S018,3.2734,0
v0107,noabs,EMG+NIRS+HRV,lt1,S019,3.6278,1
v0107,with_abs,EMG,lt2,S001,3.7792,0
v0107,with_abs,EMG,lt2,S002,2.0322,0
v0107,with_abs,EMG,lt2,S003,4.0613,1
v0107,with_abs,EMG,lt2,S004,4.2237,0
v0107,with_abs,EMG,lt2,S005,4.8135,0
v0107,with_abs,EMG,lt2,S006,1.6807,0
v0107,with_abs,EMG,lt2,S008,1.8576,0
v0107,with_abs,EMG,lt2,S009,6.7756,1
v0107,with_abs,EMG,lt2,S010,3.7876,1
v0107,with_abs,EMG,lt2,S011,1.7036,0
v0107,with_abs,EMG,lt2,S012,3.3496,0
v0107,with_abs,EMG,lt2,S013,2.9774,1
v0107,with_abs,EMG,lt2,S014,2.6286,0
v0107,with_abs,EMG,lt2,S015,5.5008,0
v0107,with_abs,EMG,lt2,S016,1.1114,0
v0107,with_abs,EMG,lt2,S017,1.4801,1
v0107,with_abs,EMG,lt2,S018,5.0644,0
v0107,with_abs,EMG,lt2,S019,4.4581,1
v0107,noabs,EMG,lt2,S001,3.7253,0
v0107,noabs,EMG,lt2,S002,2.1267,0
v0107,noabs,EMG,lt2,S003,4.0328,1
v0107,noabs,EMG,lt2,S004,3.7166,0
v0107,noabs,EMG,lt2,S005,4.7343,0
v0107,noabs,EMG,lt2,S006,1.194,0
v0107,noabs,EMG,lt2,S008,2.2665,0
v0107,noabs,EMG,lt2,S009,6.7692,1
v0107,noabs,EMG,lt2,S010,3.7292,1
v0107,noabs,EMG,lt2,S011,1.5848,0
v0107,noabs,EMG,lt2,S012,3.138,0
v0107,noabs,EMG,lt2,S013,2.6366,1
v0107,noabs,EMG,lt2,S014,2.3855,0
v0107,noabs,EMG,lt2,S015,5.5997,0
v0107,noabs,EMG,lt2,S016,1.021,0
v0107,noabs,EMG,lt2,S017,1.8309,1
v0107,noabs,EMG,lt2,S018,5.4742,0
v0107,noabs,EMG,lt2,S019,4.2421,1
v0107,with_abs,NIRS,lt2,S001,5.746,0
v0107,with_abs,NIRS,lt2,S002,3.5747,0
v0107,with_abs,NIRS,lt2,S003,9.6178,1
v0107,with_abs,NIRS,lt2,S004,1.8232,0
v0107,with_abs,NIRS,lt2,S005,4.5468,0
v0107,with_abs,NIRS,lt2,S006,1.9356,0
v0107,with_abs,NIRS,lt2,S008,2.0593,0
v0107,with_abs,NIRS,lt2,S009,6.297,1
v0107,with_abs,NIRS,lt2,S010,5.0332,1
v0107,with_abs,NIRS,lt2,S011,4.459,0
v0107,with_abs,NIRS,lt2,S012,16.6092,0
v0107,with_abs,NIRS,lt2,S013,3.4112,1
v0107,with_abs,NIRS,lt2,S014,3.152,0
v0107,with_abs,NIRS,lt2,S015,6.7636,0
v0107,with_abs,NIRS,lt2,S016,6.7943,0
v0107,with_abs,NIRS,lt2,S017,3.6132,1
v0107,with_abs,NIRS,lt2,S018,2.1083,0
v0107,with_abs,NIRS,lt2,S019,5.9156,1
v0107,noabs,NIRS,lt2,S001,5.8776,0
v0107,noabs,NIRS,lt2,S002,2.2574,0
v0107,noabs,NIRS,lt2,S003,8.8568,1
v0107,noabs,NIRS,lt2,S004,2.0366,0
v0107,noabs,NIRS,lt2,S005,4.2236,0
v0107,noabs,NIRS,lt2,S006,1.8907,0
v0107,noabs,NIRS,lt2,S008,2.1034,0
v0107,noabs,NIRS,lt2,S009,5.4086,1
v0107,noabs,NIRS,lt2,S010,4.5413,1
v0107,noabs,NIRS,lt2,S011,3.3153,0
v0107,noabs,NIRS,lt2,S012,8.2645,0
v0107,noabs,NIRS,lt2,S013,3.6843,1
v0107,noabs,NIRS,lt2,S014,3.3804,0
v0107,noabs,NIRS,lt2,S015,8.43,0
v0107,noabs,NIRS,lt2,S016,3.6402,0
v0107,noabs,NIRS,lt2,S017,3.7047,1
v0107,noabs,NIRS,lt2,S018,1.7129,0
v0107,noabs,NIRS,lt2,S019,5.5786,1
v0107,with_abs,EMG+NIRS,lt2,S001,3.3561,0
v0107,with_abs,EMG+NIRS,lt2,S002,3.4569,0
v0107,with_abs,EMG+NIRS,lt2,S003,2.3873,1
v0107,with_abs,EMG+NIRS,lt2,S004,3.3295,0
v0107,with_abs,EMG+NIRS,lt2,S005,5.2598,0
v0107,with_abs,EMG+NIRS,lt2,S006,1.0429,0
v0107,with_abs,EMG+NIRS,lt2,S008,2.2842,0
v0107,with_abs,EMG+NIRS,lt2,S009,6.8907,1
v0107,with_abs,EMG+NIRS,lt2,S010,3.8279,1
v0107,with_abs,EMG+NIRS,lt2,S011,2.5242,0
v0107,with_abs,EMG+NIRS,lt2,S012,11.0806,0
v0107,with_abs,EMG+NIRS,lt2,S013,3.3817,1
v0107,with_abs,EMG+NIRS,lt2,S014,1.469,0
v0107,with_abs,EMG+NIRS,lt2,S015,4.9446,0
v0107,with_abs,EMG+NIRS,lt2,S016,3.4923,0
v0107,with_abs,EMG+NIRS,lt2,S017,1.9391,1
v0107,with_abs,EMG+NIRS,lt2,S018,3.8357,0
v0107,with_abs,EMG+NIRS,lt2,S019,5.021,1
v0107,noabs,EMG+NIRS,lt2,S001,3.323,0
v0107,noabs,EMG+NIRS,lt2,S002,2.1948,0
v0107,noabs,EMG+NIRS,lt2,S003,2.3158,1
v0107,noabs,EMG+NIRS,lt2,S004,3.3494,0
v0107,noabs,EMG+NIRS,lt2,S005,4.6953,0
v0107,noabs,EMG+NIRS,lt2,S006,1.5787,0
v0107,noabs,EMG+NIRS,lt2,S008,2.0448,0
v0107,noabs,EMG+NIRS,lt2,S009,5.9803,1
v0107,noabs,EMG+NIRS,lt2,S010,3.4358,1
v0107,noabs,EMG+NIRS,lt2,S011,1.9185,0
v0107,noabs,EMG+NIRS,lt2,S012,4.1452,0
v0107,noabs,EMG+NIRS,lt2,S013,2.8715,1
v0107,noabs,EMG+NIRS,lt2,S014,1.6672,0
v0107,noabs,EMG+NIRS,lt2,S015,4.9014,0
v0107,noabs,EMG+NIRS,lt2,S016,2.406,0
v0107,noabs,EMG+NIRS,lt2,S017,1.2106,1
v0107,noabs,EMG+NIRS,lt2,S018,4.4069,0
v0107,noabs,EMG+NIRS,lt2,S019,5.0969,1
v0107,with_abs,EMG+NIRS+HRV,lt2,S001,1.0366,0
v0107,with_abs,EMG+NIRS+HRV,lt2,S002,3.9953,0
v0107,with_abs,EMG+NIRS+HRV,lt2,S003,5.7128,1
v0107,with_abs,EMG+NIRS+HRV,lt2,S004,1.9596,0
v0107,with_abs,EMG+NIRS+HRV,lt2,S005,1.8368,0
v0107,with_abs,EMG+NIRS+HRV,lt2,S006,1.7477,0
v0107,with_abs,EMG+NIRS+HRV,lt2,S008,1.7385,0
v0107,with_abs,EMG+NIRS+HRV,lt2,S009,2.8525,1
v0107,with_abs,EMG+NIRS+HRV,lt2,S010,2.1218,1
v0107,with_abs,EMG+NIRS+HRV,lt2,S011,1.9281,0
v0107,with_abs,EMG+NIRS+HRV,lt2,S012,4.2292,0
v0107,with_abs,EMG+NIRS+HRV,lt2,S013,2.8669,1
v0107,with_abs,EMG+NIRS+HRV,lt2,S014,0.852,0
v0107,with_abs,EMG+NIRS+HRV,lt2,S015,3.4944,0
v0107,with_abs,EMG+NIRS+HRV,lt2,S016,3.0457,0
v0107,with_abs,EMG+NIRS+HRV,lt2,S017,2.0723,1
v0107,with_abs,EMG+NIRS+HRV,lt2,S018,3.6653,0
v0107,with_abs,EMG+NIRS+HRV,lt2,S019,2.4105,1
v0107,noabs,EMG+NIRS+HRV,lt2,S001,2.1542,0
v0107,noabs,EMG+NIRS+HRV,lt2,S002,2.6549,0
v0107,noabs,EMG+NIRS+HRV,lt2,S003,2.7431,1
v0107,noabs,EMG+NIRS+HRV,lt2,S004,2.448,0
v0107,noabs,EMG+NIRS+HRV,lt2,S005,3.5361,0
v0107,noabs,EMG+NIRS+HRV,lt2,S006,2.0877,0
v0107,noabs,EMG+NIRS+HRV,lt2,S008,2.4129,0
v0107,noabs,EMG+NIRS+HRV,lt2,S009,3.9379,1
v0107,noabs,EMG+NIRS+HRV,lt2,S010,2.9108,1
v0107,noabs,EMG+NIRS+HRV,lt2,S011,1.2582,0
v0107,noabs,EMG+NIRS+HRV,lt2,S012,2.9487,0
v0107,noabs,EMG+NIRS+HRV,lt2,S013,1.8537,1
v0107,noabs,EMG+NIRS+HRV,lt2,S014,1.0334,0
v0107,noabs,EMG+NIRS+HRV,lt2,S015,4.6528,0
v0107,noabs,EMG+NIRS+HRV,lt2,S016,2.4056,0
v0107,noabs,EMG+NIRS+HRV,lt2,S017,1.0572,1
v0107,noabs,EMG+NIRS+HRV,lt2,S018,2.3235,0
v0107,noabs,EMG+NIRS+HRV,lt2,S019,3.9358,1
