comparison_kind,group_key,metric,condition_a,condition_b,n_subjects,mean_a,mean_b,delta_mean,median_a,median_b,delta_median,wilcoxon_stat,wilcoxon_pvalue,ttest_stat,ttest_pvalue,cohens_d,cliffs_delta,bootstrap_ci_low,bootstrap_ci_high,pvalue_adj,correction_method,reject_at_alpha
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG+NIRS+HRV|with_abs=False,mae,15,5,18,178.22416967199004,189.2962749996052,-11.072105327615162,147.67799660517545,143.4627687777094,4.2152278274660375,55.0,0.19638824462890625,-1.4620165411575596,0.1619768486489606,-0.3446006034864706,-0.037037037037037035,-25.119007523426536,3.123266437268665,0.8101293390447443,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG+NIRS+HRV|with_abs=False,mae,30,5,18,182.32849676686317,189.2962749996052,-6.967778232742035,147.14097352069012,143.4627687777094,3.6782047429807108,80.0,0.83172607421875,-0.7377750160751917,0.47071331179427545,-0.17389523895226072,-0.018518518518518517,-25.337581248406234,9.958812969828841,0.9589181082589285,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG+NIRS+HRV|with_abs=True,mae,15,30,18,192.17146341084674,186.34677452688854,5.824688883958203,156.1544932926027,153.66043922514166,2.494054067461036,62.0,0.32472991943359375,1.163423723679408,0.2607280452305979,0.2742216014690045,0.04938271604938271,-3.560943322821529,15.26230068286262,0.8101293390447443,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG+NIRS+HRV|with_abs=True,mae,15,5,18,192.17146341084674,197.13530129430455,-4.963837883457813,156.1544932926027,157.86306598213582,-1.7085726895331277,61.0,0.30379486083984375,-0.9921107475860025,0.33505574359192203,-0.23384274576870587,-0.037037037037037035,-14.18195933137393,5.248422625800811,0.8101293390447443,fdr_bh,False
stride_within_arch,family=LSTM|target=lt1|feature_set=EMG+NIRS+HRV|with_abs=True,mae,30,5,18,186.34677452688854,197.13530129430455,-10.788526767416016,153.66043922514166,157.86306598213582,-4.202626756994164,52.0,0.15404510498046875,-1.3525870823603494,0.19390591450944714,-0.3188078326941101,-0.043209876543209874,-25.240697021290636,4.868771755982839,0.8101293390447443,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG|with_abs=False,mae,15,30,18,207.70493723998118,192.6913853508814,15.013551889099773,196.09387076186835,168.62370030874598,27.470170453122364,59.0,0.2645263671875,1.1728820403836182,0.25701626109067394,0.2764509480957235,0.11728395061728394,-7.15649263246765,43.69076173039672,0.8101293390447443,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG|with_abs=False,mae,15,5,18,207.70493723998118,193.1709805180001,14.53395672198107,196.09387076186835,178.05453979426343,18.03933096760491,72.0,0.5798416137695312,1.149898033738879,0.26610602850644066,0.2710335657766129,0.043209876543209874,-5.991717178886474,43.36708704665564,0.834971923828125,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG|with_abs=False,mae,30,5,18,192.6913853508814,193.1709805180001,-0.47959516711870265,168.62370030874598,178.05453979426343,-9.430839485517453,83.0,0.932281494140625,-0.040869568904203096,0.9678760376794958,-0.009633049772110956,-0.06172839506172839,-22.71362521699546,21.69941044100383,0.9589181082589285,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG|with_abs=True,mae,15,30,18,211.7499070700994,193.8524912913112,17.8974157787882,181.7391716057188,179.03671883771193,2.7024527680068786,55.0,0.19638824462890625,1.3814393429364895,0.1850321426944345,0.3256083757294268,0.13580246913580246,-4.300190941937121,45.12980443021314,0.8101293390447443,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG|with_abs=True,mae,15,5,18,211.7499070700994,193.1709805180001,18.57892655209929,181.7391716057188,178.05453979426343,3.6846318114553753,69.0,0.49507904052734375,1.3116628673218367,0.20707259478413484,0.3091619027046205,0.043209876543209874,-4.822895946289336,49.77162686198948,0.8101293390447443,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG|with_abs=True,mae,30,5,18,193.8524912913112,193.1709805180001,0.6815107733110892,179.03671883771193,178.05453979426343,0.9821790434484967,84.0,0.9661178588867188,0.06183790504808178,0.9514131385002169,0.014575333997956155,-0.043209876543209874,-20.964945483911826,21.59974793892534,0.9661178588867188,fdr_bh,False
stride_within_arch,family=LSTM|target=lt2|feature_set=EMG+NIRS|with_abs=False,mae,15,30,18,205.1972140928113,199.22661272139248,5.970601371418809,173.66139576258172,186.46283643289127,-12.801440670309546,69.0,0.49507904052734375,0.5417374254930801,0.5950291799067755,0.12768873572956632,0.06172839506172839,-14.87840970089908,28.67679299381097,0.8101293390447443,fdr_bh,False
